parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	367104	368105	-0.000420941680050891	2.41940086425563	NA
interaction	367104	536212	0.000108389159901387	0.622976624955866	NA
interaction	367104	581021	0.000165799744052598	0.952949216161537	NA
interaction	367104	938834	-7.64488188420872e-05	0.439396588989492	NA
interaction	367104	1021808	-0.000478115358750586	2.74801181967822	NA
interaction	367104	643390	-0.00049510534949864	2.84566334778199	NA
interaction	367104	3700151	-0.000496278116156211	2.85240393157154	NA
interaction	367104	1110862	0.000591215397251906	3.39806465090263	NA
interaction	4479888	367104	0.000148120036811389	0.851333479335484	NA
interaction	4479888	4479888	-5.01895974872525e-05	0.288469308913815	NA
interaction	4479888	105725	2.98651034803252e-05	0.171652417889925	NA
interaction	4479888	4444095	-0.00025981470593048	1.49330882130401	NA
interaction	4479888	1136492	1.77732953751855e-05	0.102153643198734	NA
interaction	4479888	367517	-2.36470215922457e-05	0.135913422663287	NA
interaction	4479888	182497	0	0	NA
interaction	4479888	577562	-6.02684237850631e-05	0.346398286278702	NA
interaction	4479888	180045	-0.000236561618542248	1.35965957156258	NA
interaction	4479888	4348111	1.51589201411831e-05	0.0871272820651221	NA
interaction	4479888	3257594	0.00024667254770511	1.41777306308496	NA
interaction	4479888	4257777	-0.000102514321967364	0.589210455796239	NA
interaction	4479888	340642	0.000278279030329534	1.59943421711553	NA
interaction	4479888	271563	0.00103712497565578	5.96097079799589	NA
interaction	4479888	368105	-5.93703052368345e-05	0.341236267655301	NA
interaction	4479888	536212	0.000838333097846015	4.81839627099301	NA
interaction	4479888	581021	2.91266610405585e-05	0.167408152326204	NA
interaction	4479888	938834	-0.00013647037114659	0.7843759588203	NA
interaction	4479888	1021808	-5.06510290701607e-05	0.291121429203609	NA
interaction	4479888	643390	-1.65279514479335e-05	0.0949959149036295	NA
interaction	4479888	3700151	-1.65054013621061e-05	0.0948663062197541	NA
interaction	4479888	1110862	0.00022161414325369	1.27374758815622	NA
interaction	105725	367104	3.93315520024811e-06	0.022606169789557	NA
interaction	105725	4479888	6.8027042787003e-07	0.00390991659680105	NA
interaction	105725	105725	1.75584253925022e-06	0.010091865829122	NA
interaction	105725	4444095	-2.91469084881725e-06	0.0167524526386027	NA
interaction	105725	1136492	2.68464984910564e-06	0.0154302709210565	NA
interaction	105725	367517	6.09722664762171e-07	0.00350443686617941	NA
interaction	105725	182497	1.07800984580094e-06	0.00619596033420011	NA
interaction	105725	577562	0	0	NA
interaction	105725	180045	-2.45576115767323e-06	0.0141147122008961	NA
interaction	105725	4348111	4.7152834865977e-07	0.00271015237581261	NA
interaction	105725	3257594	1.60372891581148e-05	0.0921757884483415	NA
interaction	105725	4257777	1.7088457008095e-07	0.000982174719528409	NA
interaction	105725	340642	-1.32386406729556e-06	0.00760902999243175	NA
interaction	105725	271563	-5.41836662453394e-05	0.311425584956719	NA
interaction	105725	368105	-8.98387493272637e-08	0.000516356440967662	NA
interaction	105725	536212	-1.89875907187148e-05	0.109132916914849	NA
interaction	105725	581021	-8.16441675339298e-06	0.0469257331488628	NA
interaction	105725	938834	-1.82382955152625e-06	0.0104826274097735	NA
interaction	105725	1021808	-3.50622183344895e-06	0.0201523311568785	NA
interaction	105725	643390	6.51846256217713e-07	0.00374654606658163	NA
interaction	105725	3700151	6.8027042787003e-07	0.00390991659680105	NA
interaction	105725	1110862	-2.68038028624572e-06	0.0154057312174281	NA
interaction	4444095	367104	-5.82202606483209e-06	0.0334626281038993	NA
interaction	4444095	4479888	0.000194356326705868	1.11708079073775	NA
interaction	4444095	105725	2.0885775828894e-05	0.120042909708932	NA
interaction	4444095	4444095	2.51232502351763e-05	0.144398182010742	NA
interaction	4444095	1136492	0.000179475183366671	1.03155005628634	NA
interaction	4444095	367517	-9.61014746598064e-06	0.0552352028480682	NA
interaction	4444095	182497	-1.29938138391486e-05	0.074683135270929	NA
interaction	4444095	577562	2.34881964572489e-05	0.135000560651546	NA
interaction	4444095	180045	-7.49465155075454e-05	0.430761962963566	NA
interaction	4444095	4348111	3.31430549446584e-05	0.190492744190796	NA
interaction	4444095	3257594	-2.59012561882154e-05	0.148869842491004	NA
interaction	4444095	4257777	0	0	NA
interaction	4444095	340642	4.96907908532872e-05	0.285602372094524	NA
interaction	4444095	271563	-8.07100704630317e-05	0.46388852301056	NA
interaction	4444095	368105	-2.79204718954104e-05	0.160475469727812	NA
interaction	4444095	536212	6.00236582878201e-05	0.344991474162832	NA
interaction	4444095	581021	3.03241488453115e-05	0.174290823173635	NA
interaction	4444095	938834	1.96895606659591e-06	0.0113167553486924	NA
interaction	4444095	1021808	-1.26751109038726e-05	0.0728513609573131	NA
interaction	4444095	643390	-1.02070087851442e-05	0.0586657179523231	NA
interaction	4444095	3700151	-1.0141013107746e-05	0.0582864017512877	NA
interaction	4444095	1110862	-3.91179869694088e-06	0.0224834213305477	NA
interaction	1136492	367104	5.82905183441528e-05	0.335030093581376	NA
interaction	1136492	4479888	-1.07251955965605e-06	0.00616440441167336	NA
interaction	1136492	105725	-2.41697269120153e-06	0.0138917719368352	NA
interaction	1136492	4444095	-2.61280243414963e-05	0.150173213223898	NA
interaction	1136492	1136492	-6.75309912044579e-06	0.0388140557771214	NA
