Otu00046	0	0	0	1	1	1	2	0	0	1	0	1	0	0	1	0	0	2	0	0	0	1	0	1	0	2	0	14	9	5	5	10	9	11	6	7	6	1	0	2	1	4	3	9	6	3	1	3	23	1	4	6	4	9	3	23	24
Otu00047	3	4	1	0	0	0	12	23	10	9	18	73	8	14	23	3	0	1	0	1	0	0	0	0	0	1	0	3	66	14	5	6	6	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	2	1	0	0	0	0	0	1
Otu00048	0	0	0	0	1	4	33	105	17	11	16	21	12	36	51	19	13	13	8	0	4	0	6	9	3	2	0	1	12	3	3	9	1	0	0	0	0	0	15	5	10	2	3	3	0	2	1	0	1	3	3	1	4	4	0	1	2
Otu00049	4	12	4	13	5	15	18	21	7	8	6	8	2	2	17	7	1	0	0	0	0	0	0	2	0	0	1	3	3	0	2	5	1	0	0	0	0	1	1	0	2	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0
Otu00050	0	1	0	3	0	1	5	6	2	3	8	7	5	4	7	6	5	8	11	8	2	0	6	4	5	3	2	7	7	9	3	15	10	3	3	0	1	2	7	7	1	2	4	11	10	18	20	5	8	5	11	5	4	11	6	29	22
Otu00051	4	7	8	18	5	6	24	10	9	4	7	6	6	4	8	3	1	4	8	2	3	2	4	5	5	7	6	11	11	9	16	44	20	1	2	0	1	7	4	3	2	1	1	2	3	2	1	0	0	2	2	0	1	1	0	6	2
Otu00052	0	0	1	1	0	0	0	0	2	0	0	1	1	0	2	0	1	2	3	3	0	0	3	3	0	3	6	25	29	20	22	48	25	7	8	6	1	4	9	6	7	10	6	17	15	9	8	6	5	2	3	3	0	3	0	3	2
Otu00053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	12	32	37	123	34	123	58
Otu00054	0	1	0	0	0	2	2	0	1	0	0	1	1	0	3	1	0	0	3	0	0	1	0	3	2	1	1	13	21	8	7	19	11	4	4	3	2	1	4	3	1	6	0	15	9	6	4	1	5	3	5	6	6	5	1	12	16
Otu00055	0	3	1	0	3	2	2	6	0	1	1	2	1	2	8	8	1	5	9	3	3	0	1	4	0	2	0	9	15	5	6	54	58	2	2	4	2	0	4	1	1	1	1	3	3	2	3	5	3	1	0	4	1	4	2	6	22
Otu00056	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35	31	29	10	46	14	0	2	1	1	3	0	1	0	0	0	4	1	0	2	0	0	0	1	1	1	0	0	0	0
Otu00057	0	1	0	0	0	0	1	1	0	0	1	1	0	1	9	5	5	4	11	3	6	1	3	12	5	5	5	1	4	4	4	23	5	2	3	3	1	1	0	1	3	3	3	12	9	10	7	5	9	5	17	19	11	10	8	20	27
Otu00058	1	0	1	4	3	3	5	2	3	13	19	38	22	8	51	9	4	5	8	5	1	0	6	4	5	1	4	6	9	6	3	7	7	0	7	4	3	5	3	4	13	4	4	12	5	3	4	1	1	0	2	0	0	1	0	1	2
Otu00059	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	36	41	37	25	62	39	14	3	2	5	3	4	0	4	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Otu00060	0	1	2	3	0	3	8	3	4	1	3	4	3	1	5	1	3	4	4	0	3	0	1	5	4	2	2	0	2	4	2	5	2	0	2	2	0	2	7	3	9	9	6	20	3	0	5	1	2	2	2	0	1	0	1	32	39
Otu00061	0	1	2	1	0	1	3	1	1	0	1	0	0	1	1	1	1	1	5	1	0	0	0	1	0	0	0	17	10	14	13	41	10	2	3	1	0	3	5	3	4	0	1	11	3	11	2	7	6	4	9	9	3	11	5	14	22
Otu00062	0	1	3	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	11	61	15	8	20	16	3	2	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00063	1	1	2	2	0	0	3	3	2	1	3	4	4	4	11	68	20	18	32	8	3	0	3	15	2	0	1	2	12	16	16	24	7	0	0	0	0	1	15	6	18	2	1	14	5	2	1	0	0	0	1	1	3	1	2	1	3
Otu00064	0	2	0	5	0	4	4	2	1	1	1	2	4	1	9	4	3	3	7	3	1	0	3	12	4	8	10	5	4	2	3	19	11	3	4	3	1	3	4	2	6	2	3	11	8	8	7	3	7	2	4	3	3	7	1	11	13
Otu00065	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	3	1	2	0	1	1	0	0	5	8	16	7	4	14	12	5	9	2	3	0	0	0	2	0	1	3	0	0	1	1	1	1	3	1	2	4	4	10	13
Otu00066	0	1	1	3	0	0	1	0	2	1	1	10	22	8	118	20	4	1	0	2	0	0	2	0	1	1	0	9	11	10	8	9	6	4	0	1	0	0	0	0	2	1	6	23	4	4	2	0	1	0	0	0	0	0	0	0	0
Otu00067	6	4	7	16	2	13	29	31	17	4	1	3	3	1	11	6	5	3	1	0	0	0	1	1	0	0	1	2	2	1	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
Otu00068	1	2	2	4	0	1	3	1	1	2	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	8	9	6	7	16	9	5	5	7	2	2	3	5	3	4	6	3	2	0	1	0	1	0	0	4	1	1	1	0	3
Otu00069	1	5	6	13	2	3	4	2	1	5	1	2	1	0	6	2	1	1	0	1	0	0	1	2	0	0	0	9	20	10	15	28	23	3	0	4	4	3	5	7	3	2	2	10	4	3	1	1	1	3	3	0	2	0	1	5	0
Otu00070	5	6	4	7	2	7	24	7	7	6	3	2	8	5	19	6	1	1	7	1	0	0	1	3	2	0	2	0	2	2	2	2	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	29	191	67	31	3	3	2	4	2	0	1	0	0	1
Otu00072	0	0	1	3	0	6	6	9	10	7	12	29	14	2	33	3	2	6	9	5	2	0	5	11	10	5	6	0	0	0	0	2	0	0	0	0	0	4	0	3	1	2	2	9	9	4	0	5	8	6	11	3	0	5	3	9	4
Otu00073	1	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	28	22	14	22	35	15	0	1	2	0	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	1	0	0	5	11
Otu00074	1	2	6	11	1	0	1	0	2	2	0	1	2	0	5	1	0	0	1	1	0	0	0	0	1	0	1	13	19	15	20	48	31	7	6	5	1	5	11	4	6	5	0	9	2	2	1	0	1	0	2	0	1	0	0	2	2
Otu00075	14	5	3	5	9	1	2	0	0	2	3	0	2	27	0	4	7	8	11	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1
Otu00076	0	2	6	4	0	2	1	2	3	2	2	2	7	2	11	11	5	7	29	9	11	2	11	7	7	6	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	23	1	1	0	0	3	2	2	5	6	9	1
Otu00077	0	2	3	7	0	1	5	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	19	6	8	40	14	9	5	7	3	1	4	6	2	2	3	9	2	1	0	0	0	0	0	0	0	0	0	0	0
Otu00078	1	3	0	2	0	0	1	2	1	1	2	1	0	1	2	7	1	3	1	0	1	0	2	4	2	2	0	0	1	0	4	2	2	2	1	0	0	1	0	0	1	2	0	0	1	2	2	0	1	1	2	0	0	1	1	2	3
Otu00079	0	0	0	1	3	1	2	1	0	1	3	0	1	2	7	8	4	1	7	4	0	0	0	7	6	1	5	7	12	4	2	14	4	1	5	2	4	1	2	2	2	1	2	5	2	0	3	0	4	1	0	0	0	4	2	1	10
Otu00080	3	2	0	3	3	1	2	1	1	0	1	2	0	3	1	9	2	5	7	1	2	0	2	5	6	8	2	2	8	6	5	20	12	1	1	1	1	4	7	6	11	5	7	19	7	11	3	5	1	0	4	2	1	2	0	7	10
Otu00081	2	10	2	1	0	0	6	1	3	0	0	0	2	2	6	4	0	2	7	2	0	0	1	3	1	3	2	14	15	7	6	32	11	0	2	0	0	2	2	1	0	0	2	0	0	1	1	1	1	1	0	0	2	2	1	5	1
Otu00082	0	1	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	5	4	2	2	0	0	6	0	0	16	0	13	14	0	20	40	27	0	44	12	21	0
Otu00083	0	0	0	1	0	1	5	4	2	2	2	4	0	2	20	26	10	2	25	5	6	1	13	27	3	9	11	1	0	0	0	0	1	0	0	0	0	2	2	1	0	2	0	3	1	2	1	1	1	1	3	0	2	2	0	3	6
Otu00084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	26	17	19	37	22	4	2	3	0	6	4	2	3	1	3	8	2	0	1	1	0	2	2	2	3	2	1	3	3
Otu00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	39	21	30	63	39	9	10	4	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00086	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	4	1	0	0	0	1	1	0	0	3
Otu00087	2	0	2	5	1	2	2	1	1	0	0	0	0	0	0	1	0	2	5	1	3	0	3	11	5	5	5	0	0	2	0	8	3	0	0	0	2	0	1	0	0	0	0	4	2	2	2	1	0	1	1	2	1	5	2	13	19
Otu00088	0	1	0	8	1	7	6	2	4	0	1	2	1	1	5	3	0	1	0	0	0	0	1	0	2	1	0	12	14	11	8	17	9	5	2	1	0	0	1	0	0	1	2	2	2	0	0	1	0	0	1	0	1	2	0	2	0
Otu00089	2	0	0	1	1	1	9	2	0	1	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	7	39	7	6	20	11	1	1	5	0	2	3	0	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Otu00090	1	1	1	0	1	1	2	2	1	2	0	2	0	0	2	4	5	2	2	4	1	0	0	2	1	2	0	10	5	5	6	19	4	2	0	2	1	0	2	1	1	0	0	6	1	0	2	2	2	0	0	3	2	4	4	20	12
Otu00091	0	0	0	0	1	0	1	1	0	1	0	0	0	0	2	1	2	1	1	1	0	0	1	5	2	1	1	6	9	4	3	13	3	0	0	2	0	0	1	3	0	1	0	6	0	4	4	4	3	0	4	1	0	2	0	5	12
Otu00092	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	2	18	3	2	2	1	1	0	0	0	2	1	0	2	0	3	0	3	1	1	1	4	1	5	1	11	28
Otu00093	0	3	10	11	2	3	8	5	1	2	6	4	1	0	1	0	0	0	0	0	0	0	0	1	0	1	2	1	5	11	1	4	2	2	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00094	0	2	1	3	0	2	5	2	0	1	3	0	0	0	4	0	1	2	1	2	2	0	3	2	1	2	2	6	5	3	5	10	6	2	2	5	3	1	1	0	4	1	1	7	0	2	1	0	1	0	2	0	0	1	0	1	3
Otu00095	0	0	0	0	0	0	1	1	1	1	0	2	1	0	2	0	1	1	2	1	0	0	2	2	1	1	0	0	0	1	0	5	2	0	0	0	1	0	0	1	3	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2	2
Otu00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	0	2	2	1	6	6	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	4	1	0	4	3	3	2	4	2	6	6	1	20	17
Otu00097	1	0	0	3	4	8	4	5	6	3	5	7	2	1	14	0	7	4	14	6	0	0	2	4	1	3	1	0	3	1	1	5	3	1	1	1	1	1	0	1	3	0	0	0	1	3	1	1	2	1	4	3	1	2	0	6	3
Otu00098	0	1	2	0	2	1	0	1	1	1	1	1	1	1	5	4	6	1	10	7	0	0	1	6	5	2	8	3	7	7	10	16	6	1	1	0	0	0	1	1	1	0	0	1	0	2	1	1	1	0	1	1	0	0	2	6	3
Otu00099	10	2	4	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00100	0	2	3	7	0	1	3	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	10	12	11	5	23	4	4	3	5	0	1	4	4	1	4	1	5	3	2	1	0	0	0	0	0	0	0	0	0	0
Otu00101	2	3	5	5	1	1	7	4	0	1	0	0	0	2	2	1	2	0	2	0	0	0	0	0	0	0	1	0	4	0	3	5	5	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0
Otu00102	1	3	1	0	0	0	0	1	0	0	0	3	1	1	3	3	4	2	0	1	1	1	1	4	1	2	0	8	8	8	7	19	11	1	0	2	2	1	3	1	2	0	0	3	2	2	2	1	2	0	1	1	1	2	0	3	2
Otu00103	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	3	0	0	2	1	0	1	0	2	0	0	1	0	0	0	0	6	2	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0
Otu00104	1	2	1	1	2	0	3	7	3	5	0	2	3	0	3	4	0	0	0	0	0	1	1	1	1	1	2	6	9	5	4	15	8	2	3	1	1	1	0	0	1	0	1	1	2	6	6	0	7	2	0	2	2	2	0	3	4
Otu00105	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	11	19	14	10	31	12	1	1	1	0	1	1	2	0	0	0	0	0	1	1	1	1	1	0	1	2	2	0	2	4
Otu00106	0	0	4	18	1	5	8	3	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48	41	19	25	4	5	3	5	1	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00107	8	10	0	0	0	1	5	3	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	11	7	1	10	5	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00108	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	3	3	2	2	5	0	0	1	0	0	0	2	2	0	2	3	2	5	1	0	2	0	1	5	2	8	0	8	7
Otu00109	0	2	2	13	1	4	6	4	3	0	1	5	2	1	6	1	3	5	12	3	2	2	4	7	8	6	6	2	2	2	6	7	2	1	0	2	0	0	0	1	0	2	0	3	0	2	1	0	0	0	0	0	0	3	0	6	3
Otu00110	0	5	0	6	0	1	6	1	3	1	0	3	4	0	3	0	0	2	1	0	2	0	0	0	1	0	1	0	3	2	1	6	4	0	0	3	0	1	5	3	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	4	0
Otu00111	1	2	4	8	2	3	2	1	0	1	0	1	0	0	0	9	2	5	12	0	1	0	1	2	1	1	1	4	5	2	7	28	41	2	0	4	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1
Otu00112	0	1	0	2	1	0	0	0	1	1	2	2	0	4	22	3	1	1	1	0	1	0	1	2	1	0	0	3	4	3	1	2	4	1	0	2	0	0	1	0	2	4	7	32	7	6	4	1	2	0	2	0	2	3	0	4	3
Otu00113	0	0	0	1	0	0	0	0	0	0	1	2	2	1	13	2	4	5	6	5	0	0	1	5	2	10	6	0	6	1	2	12	0	0	0	0	0	0	0	0	0	1	2	7	6	7	8	3	3	4	5	4	4	3	2	8	4
Otu00114	0	16	0	0	1	0	1	1	3	8	1	0	1	0	0	0	0	0	1	7	5	0	0	2	1	2	8	0	1	1	0	6	0	1	2	1	10	1	3	2	1	1	3	5	4	1	7	1	13	7	3	3	1	6	0	10	0
